iter	Passed	Remaining
375	15025	64898
376	15065	64856
377	15098	64789
378	15139	64754
379	15175	64693
380	15218	64669
381	15258	64629
382	15301	64601
383	15343	64571
384	15382	64524
385	15427	64506
386	15461	64441
387	15502	64407
388	15550	64401
389	15589	64357
390	15633	64331
391	15674	64298
392	15718	64272
393	15758	64232
394	15805	64220
395	15881	64326
396	15925	64303
397	15980	64324
398	16021	64288
399	16059	64238
400	16109	64237
401	16151	64205
402	16187	64147
403	16221	64083
404	16254	64013
405	16289	63954
406	16325	63897
407	16362	63845
408	16396	63781
409	16433	63731
410	16471	63680
411	16503	63611
412	16541	63563
413	16580	63517
414	16618	63469
415	16654	63413
416	16690	63358
417	16720	63281
418	16751	63209
419	16792	63170
420	16832	63130
421	16866	63070
422	16907	63032
423	16940	62967
424	16977	62915
425	17014	62866
426	17052	62817
427	17087	62761
428	17120	62695
429	17155	62637
430	17190	62581
431	17225	62523
432	17262	62472
433	17299	62421
434	17335	62369
435	17367	62299
436	17403	62246
437	17440	62196
438	17474	62134
439	17513	62093
440	17552	62051
441	17584	61983
442	17624	61945
443	17662	61896
444	17697	61840
445	17735	61797
446	17780	61774
447	17835	61786
448	17881	61770
449	17928	61752
450	17975	61738
451	18018	61710
452	18059	61673
453	18102	61643
454	18150	61631
455	18193	61603
456	18235	61568
457	18274	61527
458	18312	61479
459	18356	61455
460	18400	61427
461	18442	61394
462	18489	61377
463	18531	61345
464	18576	61322
465	18623	61304
466	18663	61266
467	18703	61226
468	18747	61199
469	18787	61158
470	18830	61128
471	18870	61090
472	18916	61068
473	18960	61042
474	19002	61006
475	19040	60960
476	19088	60945
477	19121	60883
478	19163	60849
479	19200	60802
480	19241	60766
481	19281	60724
482	19324	60693
483	19362	60649
484	19401	60604
485	19442	60566
486	19483	60530
487	19526	60501
488	19572	60477
489	19619	60460
490	19669	60449
491	19713	60422
492	19755	60388
493	19799	60361
494	19842	60330
495	19882	60288
496	19919	60239
497	19963	60212
498	20000	60160
499	20042	60128
500	20089	60107
501	20135	60084
502	20175	60044
503	20218	60012
504	20251	59953
505	20293	59916
506	20336	59887
507	20380	59858
508	20420	59816
509	20461	59780
510	20502	59740
511	20556	59742
512	20602	59720
513	20645	59686
514	20689	59659
515	20734	59632
516	20779	59605
517	20819	59564
518	20866	59543
519	20920	59541
520	20969	59528
521	21016	59507
522	21058	59470
523	21106	59452
524	21144	59405
525	21186	59370
526	21231	59342
527	21267	59292
528	21316	59274
529	21360	59245
530	21403	59212
531	21444	59174
532	21480	59121
533	21521	59083
534	21567	59057
535	21609	59024
536	21654	58994
537	21692	58948
538	21738	58924
539	21779	58886
540	21821	58848
541	21860	58806
542	21897	58755
543	21937	58714
544	21976	58671
545	22013	58622
546	22052	58577
547	22098	58552
548	22138	58512
549	22179	58474
550	22217	58426
551	22257	58385
552	22294	58337
553	22339	58309
554	22379	58268
555	22416	58219
556	22462	58193
557	22499	58144
558	22536	58093
559	22578	58059
560	22620	58022
561	22658	57977
562	22695	57929
563	22733	57882
564	22775	57845
565	22806	57782
566	22845	57738
567	22890	57710
568	22934	57678
569	22974	57637
570	23015	57599
571	23054	57555
572	23091	57506
573	23129	57459
574	23164	57408
575	23208	57376
576	23245	57327
577	23288	57294
578	23330	57258
579	23369	57216
580	23410	57176
581	23453	57143
582	23492	57100
583	23535	57065
584	23575	57024
585	23624	57005
586	23661	56955
587	23706	56927
588	23765	56931
589	23841	56977
590	23905	56993
591	23960	56987
592	24010	56969
593	24056	56941
594	24096	56900
595	24145	56878
596	24190	56848
597	24240	56831
598	24282	56795
599	24327	56764
600	24377	56745
601	24418	56705
602	24459	56665
603	24503	56633
604	24544	56594
605	24588	56560
606	24631	56527
607	24678	56500
608	24717	56455
609	24758	56417
610	24800	56379
611	24839	56335
612	24882	56299
613	24928	56271
614	24970	56234
615	25010	56192
616	25055	56162
617	25107	56145
618	25157	56127
619	25204	56100
620	25248	56067
621	25286	56020
622	25326	55978
623	25375	55955
624	25416	55916
625	25461	55884
626	25500	55840
627	25540	55799
628	25582	55760
629	25629	55734
630	25673	55700
631	25721	55676
632	25763	55638
633	25812	55614
634	25856	55580
635	25900	55547
636	25953	55533
637	26007	55521
638	26060	55506
639	26106	55477
640	26152	55446
641	26192	55404
642	26234	55364
643	26275	55324
644	26316	55284
645	26358	55247
646	26401	55209
647	26446	55178
648	26490	55144
649	26535	55112
650	26579	55077
651	26621	55039
652	26660	54995
653	26696	54944
654	26740	54909
655	26784	54876
656	26822	54828
657	26860	54783
658	26902	54743
659	26945	54707
660	26988	54671
661	27030	54632
662	27062	54573
663	27101	54528
664	27140	54485
665	27191	54465
666	27235	54430
667	27280	54398
668	27327	54369
669	27374	54341
670	27415	54299
671	27454	54254
672	27497	54218
673	27539	54180
674	27583	54145
675	27627	54110
676	27674	54080
677	27716	54042
678	27756	54001
679	27804	53972
680	27846	53934
681	27891	53902
682	27935	53867
683	27973	53820
684	28013	53777
685	28059	53746
686	28101	53707
687	28138	53659
688	28185	53630
689	28229	53594
690	28274	53562
691	28317	53525
692	28358	53485
693	28399	53442
694	28442	53406
695	28485	53369
696	28524	53324
697	28562	53277
698	28599	53231
699	28646	53200
700	28692	53169
701	28736	53133
702	28779	53096
703	28822	53059
704	28867	53025
705	28910	52988
706	28955	52955
707	29002	52925
708	29048	52894
709	29113	52897
710	29157	52860
711	29205	52831
712	29250	52798
713	29294	52762
714	29328	52709
715	29374	52677
716	29418	52641
717	29466	52613
718	29513	52582
719	29559	52550
720	29605	52518
721	29654	52491
722	29700	52458
723	29745	52423
724	29790	52390
725	29832	52350
726	29873	52309
727	29918	52275
728	29961	52237
729	30006	52203
730	30051	52168
731	30097	52136
732	30150	52114
733	30196	52082
734	30264	52088
735	30391	52193
736	30620	52475
737	30694	52487
738	30748	52467
739	30807	52455
740	30866	52443
741	30937	52451
742	31001	52447
743	31059	52433
744	31110	52407
745	31163	52385
746	31217	52362
747	31269	52338
748	31323	52317
749	31364	52273
750	31410	52240
751	31460	52211
752	31505	52174
753	31552	52140
754	31601	52110
755	31667	52108
756	31718	52082
757	31762	52044
758	31807	52007
759	31847	51962
760	31888	51917
761	31930	51876
762	31971	51833
763	32018	51799
764	32062	51761
765	32105	51721
766	32147	51678
767	32201	51657
768	32257	51636
769	32312	51615
770	32366	51592
771	32417	51565
772	32463	51530
773	32511	51498
774	32556	51460
775	32602	51424
776	32647	51387
777	32688	51343
778	32729	51300
779	32772	51260
780	32816	51221
781	32866	51191
782	32913	51156
783	32952	51109
784	32993	51066
785	33027	51011
786	33060	50955
787	33099	50909
788	33138	50863
789	33178	50818
790	33221	50777
791	33262	50733
792	33306	50695
793	33354	50661
794	33398	50622
795	33443	50584
796	33494	50556
797	33538	50517
798	33578	50472
799	33612	50418
800	33655	50378
801	33699	50339
802	33733	50285
803	33767	50231
804	33804	50181
805	33842	50134
806	33882	50088
807	33918	50037
808	33960	49996
809	34002	49954
810	34039	49904
811	34077	49856
812	34115	49809
813	34152	49759
814	34190	49711
815	34231	49669
816	34265	49616
817	34304	49568
818	34345	49525
819	34390	49489
820	34435	49451
821	34476	49408
822	34516	49362
823	34566	49332
824	34617	49303
825	34662	49266
826	34708	49229
827	34755	49195
828	34798	49154
829	34847	49122
830	34900	49095
831	34948	49062
832	34999	49032
833	35051	49004
834	35094	48964
835	35145	48934
836	35191	48897
837	35240	48865
838	35282	48823
839	35318	48772
840	35355	48724
841	35390	48671
842	35426	48622
843	35461	48570
844	35503	48528
845	35541	48480
846	35575	48428
847	35612	48379
848	35655	48338
849	35696	48294
850	35733	48246
851	35770	48197
852	35805	48146
853	35842	48097
854	35876	48045
855	35912	47995
856	35947	47944
857	35980	47890
858	36017	47841
859	36049	47786
860	36085	47737
861	36122	47688
862	36158	47638
863	36195	47590
864	36230	47539
865	36268	47492
866	36303	47441
867	36339	47392
868	36374	47341
869	36410	47291
870	36450	47247
871	36488	47200
872	36522	47149
873	36559	47100
874	36595	47050
875	36634	47005
876	36672	46958
877	36712	46914
878	36750	46868
879	36787	46820
880	36828	46777
881	36865	46729
882	36903	46683
883	36926	46617
884	36963	46569
885	36998	46519
886	37033	46469
887	37073	46425
888	37114	46382
889	37145	46327
890	37190	46289
891	37228	46243
892	37260	46189
893	37297	46142
894	37335	46095
895	37385	46064
896	37432	46029
897	37471	45984
898	37519	45950
899	37566	45914
900	37613	45879
901	37662	45846
902	37711	45813
903	37755	45774
904	37798	45734
905	37840	45692
906	37886	45656
907	37930	45616
908	37973	45577
909	38014	45533
910	38057	45493
911	38097	45449
912	38139	45408
913	38180	45364
914	38223	45325
915	38262	45280
916	38298	45231
917	38332	45181
918	38366	45129
919	38403	45082
920	38439	45034
921	38472	44982
922	38514	44941
923	38553	44895
924	38595	44853
925	38631	44806
926	38676	44767
927	38712	44720
928	38756	44680
929	38795	44636
930	38839	44596
931	38880	44553
932	38919	44509
933	38958	44464
934	38995	44416
935	39040	44379
936	39077	44331
937	39118	44289
938	39159	44247
939	39202	44206
940	39243	44164
941	39284	44121
942	39321	44075
943	39363	44033
944	39403	43989
945	39443	43946
946	39491	43911
947	39539	43877
948	39577	43831
949	39619	43790
950	39668	43755
951	39711	43715
952	39756	43677
953	39798	43635
954	39840	43594
955	39874	43545
956	39918	43505
957	39953	43457
958	39992	43411
959	40039	43376
960	40087	43340
961	40131	43301
962	40173	43260
963	40219	43223
964	40264	43185
965	40311	43149
966	40358	43113
967	40402	43073
968	40445	43033
969	40482	42986
970	40532	42953
971	40577	42915
972	40613	42867
973	40660	42831
974	40714	42802
975	40761	42766
976	40805	42726
977	40852	42690
978	40889	42643
979	40929	42600
980	40967	42554
981	41010	42514
982	41050	42470
983	41090	42426
984	41134	42386
985	41183	42353
986	41226	42312
987	41267	42269
988	41312	42231
989	41362	42198
990	41410	42162
991	41456	42124
992	41495	42080
993	41534	42036
994	41577	41995
995	41617	41952
996	41661	41912
997	41708	41875
998	41749	41832
999	41798	41798
1000	41845	41762
1001	41882	41715
1002	41923	41672
1003	41970	41635
1004	42020	41602
1005	42062	41560
1006	42102	41517
1007	42152	41483
1008	42195	41443
1009	42238	41401
1010	42280	41359
1011	42324	41320
1012	42359	41272
1013	42402	41231
1014	42440	41185
1015	42484	41146
1016	42533	41111
1017	42577	41071
1018	42621	41031
1019	42672	40999
1020	42724	40966
1021	42767	40926
1022	42804	40879
1023	42844	40836
1024	42883	40791
1025	42930	40754
1026	42971	40712
1027	43011	40668
1028	43061	40634
1029	43100	40589
1030	43141	40546
1031	43193	40514
1032	43241	40478
1033	43285	40438
1034	43318	40388
1035	43369	40354
1036	43406	40309
1037	43446	40265
1038	43490	40225
1039	43531	40182
1040	43573	40141
1041	43610	40095
1042	43650	40051
1043	43685	40003
1044	43731	39964
1045	43774	39924
1046	43816	39882
1047	43858	39841
1048	43897	39796
1049	43939	39754
1050	43976	39708
1051	44014	39663
1052	44050	39616
1053	44089	39572
1054	44133	39531
1055	44177	39491
1056	44215	39446
1057	44256	39404
1058	44294	39359
1059	44335	39316
1060	44383	39280
1061	44429	39241
1062	44476	39204
1063	44532	39175
1064	44579	39137
1065	44623	39098
1066	44670	39060
1067	44714	39020
1068	44762	38984
1069	44805	38942
1070	44855	38908
1071	44911	38878
1072	44956	38839
1073	45005	38803
1074	45057	38770
1075	45098	38727
1076	45137	38683
1077	45182	38643
1078	45232	38608
1079	45279	38571
1080	45328	38535
1081	45377	38499
1082	45424	38461
1083	45474	38426
1084	45521	38388
1085	45569	38352
1086	45611	38309
1087	45665	38278
1088	45714	38242
1089	45769	38211
1090	45816	38173
1091	45863	38135
1092	45908	38096
1093	45953	38056
1094	46032	38045
1095	46072	38001
1096	46117	37961
1097	46167	37926
1098	46213	37887
1099	46259	37848
1100	46301	37806
1101	46341	37762
1102	46381	37719
1103	46422	37675
1104	46462	37632
1105	46502	37588
1106	46545	37547
1107	46584	37503
1108	46627	37461
1109	46669	37419
1110	46716	37381
1111	46759	37340
1112	46799	37296
1113	46837	37251
1114	46876	37207
1115	46922	37167
1116	46960	37122
1117	46998	37077
1118	47037	37032
1119	47078	36990
1120	47116	36945
1121	47158	36903
1122	47193	36855
1123	47238	36815
1124	47280	36773
1125	47319	36729
1126	47353	36681
1127	47395	36638
1128	47437	36597
1129	47491	36564
1130	47539	36526
1131	47593	36494
1132	47645	36459
1133	47695	36423
1134	47736	36380
1135	47782	36341
1136	47822	36298
1137	47858	36251
1138	47902	36210
1139	47944	36168
1140	47986	36126
1141	48033	36088
1142	48077	36047
1143	48117	36003
1144	48158	35961
1145	48197	35917
1146	48237	35873
1147	48278	35830
1148	48318	35786
1149	48355	35741
1150	48393	35696
1151	48431	35650
1152	48473	35608
1153	48517	35568
1154	48560	35526
1155	48604	35486
1156	48650	35446
1157	48689	35403
1158	48730	35360
1159	48767	35314
1160	48804	35269
1161	48845	35225
1162	48881	35179
1163	48925	35138
1164	48965	35095
1165	49006	35052
1166	49046	35009
1167	49089	34967
1168	49128	34923
1169	49169	34881
1170	49210	34838
1171	49253	34796
1172	49296	34755
1173	49339	34714
1174	49373	34666
1175	49409	34620
1176	49451	34578
1177	49487	34531
1178	49529	34490
1179	49568	34446
1180	49605	34400
1181	49642	34355
1182	49682	34311
1183	49722	34268
1184	49757	34221
1185	49793	34175
1186	49830	34129
1187	49862	34081
1188	49896	34033
1189	49935	33989
1190	49976	33946
1191	50012	33901
1192	50049	33855
1193	50086	33810
1194	50127	33767
1195	50165	33723
1196	50202	33677
1197	50239	33632
1198	50275	33587
1199	50300	33533
1200	50336	33487
1201	50375	33444
1202	50412	33399
1203	50449	33353
1204	50480	33304
1205	50517	33259
1206	50556	33215
1207	50595	33171
1208	50626	33122
1209	50661	33076
1210	50704	33035
1211	50745	32992
1212	50790	32952
1213	50822	32905
1214	50862	32861
1215	50904	32820
1216	50945	32777
1217	50986	32734
1218	51029	32694
1219	51075	32654
1220	51114	32610
1221	51154	32567
1222	51195	32525
1223	51237	32483
1224	51283	32444
1225	51334	32408
1226	51383	32371
1227	51429	32331
1228	51466	32287
1229	51507	32244
1230	51549	32202
1231	51590	32160
1232	51646	32127
1233	51692	32088
1234	51747	32054
1235	51798	32018
1236	51846	31979
1237	51889	31938
1238	51936	31899
1239	51977	31857
1240	52017	31814
1241	52064	31775
1242	52115	31738
1243	52158	31697
1244	52198	31654
1245	52247	31617
1246	52289	31574
1247	52332	31533
1248	52374	31491
1249	52411	31447
1250	52456	31407
1251	52499	31365
1252	52553	31330
1253	52597	31290
1254	52638	31247
1255	52682	31207
1256	52726	31166
1257	52773	31127
1258	52820	31087
1259	52854	31041
1260	52899	31001
1261	52943	30960
1262	52985	30918
1263	53025	30875
1264	53083	30843
1265	53124	30800
1266	53163	30757
1267	53208	30716
1268	53255	30677
1269	53295	30634
1270	53335	30591
1271	53373	30547
1272	53411	30502
1273	53450	30459
1274	53492	30417
1275	53530	30373
1276	53568	30328
1277	53615	30289
1278	53658	30248
1279	53703	30208
1280	53745	30166
1281	53794	30128
1282	53834	30085
1283	53870	30040
1284	53923	30004
1285	53964	29961
1286	54002	29917
1287	54043	29874
1288	54081	29830
1289	54127	29791
1290	54165	29746
1291	54206	29704
1292	54249	29663
1293	54294	29622
1294	54331	29578
1295	54374	29536
1296	54410	29491
1297	54452	29449
1298	54495	29408
1299	54536	29365
1300	54576	29322
1301	54618	29280
1302	54659	29238
1303	54714	29203
1304	54778	29173
1305	54825	29133
1306	54875	29096
1307	54918	29054
1308	54967	29016
1309	55014	28976
1310	55057	28935
1311	55101	28894
1312	55139	28850
1313	55176	28805
1314	55213	28761
1315	55251	28717
1316	55295	28676
1317	55331	28631
1318	55369	28587
1319	55408	28543
1320	55445	28499
1321	55485	28456
1322	55529	28415
1323	55576	28375
1324	55617	28333
1325	55656	28289
1326	55698	28248
1327	55736	28204
1328	55773	28159
1329	55810	28114
1330	55847	28070
1331	55882	28024
1332	55919	27980
1333	55956	27936
1334	55991	27890
1335	56022	27843
1336	56061	27800
1337	56100	27756
1338	56135	27711
1339	56174	27668
1340	56214	27625
1341	56250	27580
1342	56289	27537
1343	56323	27491
1344	56357	27445
1345	56398	27403
1346	56435	27358
1347	56474	27315
1348	56516	27273
1349	56552	27228
1350	56597	27188
1351	56631	27142
1352	56670	27099
1353	56708	27055
1354	56749	27013
1355	56786	26969
1356	56822	26924
1357	56862	26882
1358	56893	26834
1359	56937	26794
1360	56974	26749
1361	57007	26704
1362	57051	26663
1363	57086	26617
1364	57122	26573
1365	57164	26531
1366	57210	26491
1367	57253	26450
1368	57288	26405
1369	57326	26361
1370	57370	26321
1371	57420	26282
1372	57459	26239
1373	57499	26196
1374	57539	26154
1375	57581	26112
1376	57617	26068
1377	57653	26023
1378	57690	25979
1379	57753	25947
1380	57802	25908
1381	57849	25868
1382	57894	25828
1383	57938	25787
1384	57984	25747
1385	58022	25704
1386	58057	25659
1387	58095	25615
1388	58126	25569
1389	58162	25524
1390	58196	25479
1391	58230	25433
1392	58267	25390
1393	58302	25345
1394	58337	25300
1395	58366	25253
1396	58403	25209
1397	58438	25164
1398	58475	25120
1399	58513	25077
1400	58547	25032
1401	58584	24988
1402	58619	24943
1403	58656	24899
1404	58692	24855
1405	58739	24815
1406	58777	24772
1407	58819	24730
1408	58856	24687
1409	58898	24645
1410	58934	24601
1411	58971	24557
1412	58999	24510
1413	59027	24462
1414	59061	24417
1415	59093	24371
1416	59127	24326
1417	59164	24283
1418	59202	24240
1419	59241	24197
1420	59279	24153
1421	59311	24108
1422	59347	24064
1423	59391	24023
1424	59430	23980
1425	59468	23937
1426	59510	23895
1427	59554	23855
1428	59600	23815
1429	59652	23777
1430	59698	23737
1431	59748	23699
1432	59784	23654
1433	59822	23612
1434	59868	23572
1435	59913	23531
1436	59954	23489
1437	59994	23447
1438	60033	23404
1439	60068	23359
1440	60096	23312
1441	60128	23267
1442	60160	23221
1443	60198	23179
1444	60234	23134
1445	60271	23091
1446	60314	23050
1447	60354	23007
1448	60395	22966
1449	60434	22923
1450	60476	22881
1451	60518	22840
1452	60549	22794
1453	60587	22751
1454	60622	22707
1455	60651	22660
1456	60694	22619
1457	60736	22578
1458	60777	22536
1459	60818	22494
1460	60858	22452
1461	60894	22408
1462	60929	22364
1463	60965	22320
1464	61005	22278
1465	61048	22237
1466	61085	22193
1467	61123	22151
1468	61158	22107
1469	61195	22063
1470	61233	22020
1471	61273	21978
1472	61309	21934
1473	61348	21892
1474	61383	21848
1475	61425	21806
1476	61466	21765
1477	61515	21725
1478	61555	21683
1479	61597	21642
1480	61637	21600
1481	61680	21558
1482	61723	21517
1483	61760	21474
1484	61800	21432
1485	61846	21392
1486	61888	21350
1487	61928	21308
1488	61974	21268
1489	62020	21228
1490	62060	21186
1491	62109	21147
1492	62166	21110
1493	62219	21073
1494	62268	21033
1495	62310	20992
1496	62356	20952
1497	62404	20912
1498	62449	20871
1499	62494	20831
1500	62544	20792
1501	62584	20750
1502	62629	20709
1503	62665	20666
1504	62709	20625
1505	62751	20583
1506	62832	20555
1507	62868	20511
1508	62906	20468
1509	62944	20425
1510	62988	20384
1511	63040	20346
1512	63081	20304
1513	63126	20263
1514	63179	20225
1515	63224	20184
1516	63263	20142
1517	63297	20098
1518	63336	20055
1519	63375	20013
1520	63410	19969
1521	63449	19927
1522	63486	19883
1523	63532	19843
1524	63567	19799
1525	63603	19756
1526	63638	19712
1527	63679	19670
1528	63727	19630
1529	63765	19588
1530	63809	19547
1531	63858	19507
1532	63895	19464
1533	63929	19420
1534	63962	19376
1535	63997	19332
1536	64030	19288
1537	64062	19243
1538	64078	19194
1539	64118	19152
1540	64155	19109
1541	64194	19066
1542	64228	19022
1543	64262	18979
1544	64296	18935
1545	64335	18892
1546	64373	18850
1547	64409	18806
1548	64446	18763
1549	64481	18720
1550	64507	18674
1551	64544	18631
1552	64579	18587
1553	64618	18545
1554	64657	18503
1555	64699	18461
1556	64743	18420
1557	64785	18379
1558	64820	18335
1559	64858	18293
1560	64899	18251
1561	64937	18209
1562	64974	18166
1563	65014	18124
1564	65052	18081
1565	65089	18038
1566	65128	17996
1567	65162	17952
1568	65199	17910
1569	65242	17868
1570	65287	17828
1571	65336	17788
1572	65387	17749
1573	65424	17707
1574	65458	17663
1575	65497	17621
1576	65525	17575
1577	65562	17533
1578	65606	17492
1579	65644	17449
1580	65692	17410
1581	65739	17369
1582	65777	17327
1583	65816	17285
1584	65853	17242
1585	65892	17200
1586	65926	17156
1587	65959	17112
1588	65988	17068
1589	66018	17023
1590	66062	16982
1591	66104	16941
1592	66139	16898
1593	66178	16855
1594	66212	16812
1595	66248	16769
1596	66286	16727
1597	66322	16684
1598	66361	16642
1599	66401	16600
1600	66442	16558
1601	66490	16518
1602	66530	16476
1603	66580	16437
1604	66617	16394
1605	66655	16352
1606	66692	16309
1607	66734	16268
1608	66770	16225
1609	66801	16181
1610	66837	16138
1611	66868	16094
1612	66904	16052
1613	66940	16009
1614	66971	15965
1615	67013	15924
1616	67054	15882
1617	67088	15839
1618	67121	15795
1619	67159	15753
1620	67209	15714
1621	67250	15672
1622	67293	15631
1623	67324	15587
1624	67359	15544
1625	67400	15503
1626	67439	15461
1627	67472	15417
1628	67512	15375
1629	67546	15332
1630	67580	15289
1631	67616	15246
1632	67656	15205
1633	67691	15162
1634	67726	15119
1635	67760	15076
1636	67795	15033
1637	67826	14989
1638	67861	14947
1639	67898	14904
1640	67937	14862
1641	67977	14820
1642	68011	14777
1643	68046	14735
1644	68082	14692
1645	68120	14650
1646	68155	14607
1647	68187	14564
1648	68227	14522
1649	68264	14480
1650	68297	14437
1651	68337	14395
1652	68372	14352
1653	68411	14310
1654	68450	14269
1655	68493	14228
1656	68527	14185
1657	68565	14143
1658	68601	14100
1659	68636	14058
1660	68674	14016
1661	68712	13974
1662	68752	13932
1663	68791	13890
1664	68828	13848
1665	68865	13806
